WHO region	ITZ	COUNTRY/AREA/TERRITORY	COUNTRY_CODE	ORIGIN_SOURCE	ISO_YEAR	ISO_WEEK	ISO_SDATE	SPEC_RECEIVED_NB	SPEC_PROCESSED_NB	AH1	AH1N12009	AH3	AH5	ANOTSUBTYPED	INF_A	BVIC	BYAM	BNOTDETERMINED	INF_B	INF_ALL	INF_NEGATIVE	ILI_ACTIVITY
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	8	2025-02-16T21:00:00.000Z	1075	1044		10	3		100	113			68	68	181	863	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	9	2025-02-23T21:00:00.000Z	955	884		10	3		22	35			40	40	75	809	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	10	2025-03-02T21:00:00.000Z	860	793		6			16	22			32	32	54	739	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	11	2025-03-09T21:00:00.000Z	893	840		6	1		20	27			43	43	70	770	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	12	2025-03-16T21:00:00.000Z	818	765		12			8	20			22	22	42	723	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	13	2025-03-23T21:00:00.000Z	592	576		9			7	16			5	5	21	555	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	14	2025-03-30T21:00:00.000Z	455	439		1			11	12			10	10	22	417	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	15	2025-04-06T21:00:00.000Z	840	752		2	1		11	14			12	12	26	726	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	16	2025-04-13T21:00:00.000Z	859	767		6	1		16	23			14	14	37	730	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	17	2025-04-20T21:00:00.000Z	849	768		12			11	23			23	23	46	722	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	18	2025-04-27T21:00:00.000Z	777	722		5			11	16			26	26	42	680	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	19	2025-05-04T21:00:00.000Z	871	818		16	2		11	29			35	35	64	754	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	20	2025-05-11T21:00:00.000Z	782	736		3			6	9			7	7	16	720	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	21	2025-05-18T21:00:00.000Z	701	513		3	1		9	13			26	26	39	474	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	22	2025-05-25T21:00:00.000Z	698	576		4			3	7			13	13	20	556	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	23	2025-06-01T21:00:00.000Z	397	357		4			1	5			6	6	11	346	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	24	2025-06-08T21:00:00.000Z	401	349		3			5	8			13	13	21	328	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	25	2025-06-15T21:00:00.000Z	708	563		2			5	7			6	6	13	550	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	26	2025-06-22T21:00:00.000Z	673	556					10	10			8	8	18	538	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	27	2025-06-29T21:00:00.000Z	664	593			1		4	5	5		5	10	15	578	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	28	2025-07-06T21:00:00.000Z	763	695		3	1		7	11	3		6	9	20	675	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	29	2025-07-13T21:00:00.000Z	818	758		4			16	20	3		7	10	30	728	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	30	2025-07-20T21:00:00.000Z	771	709		3	3		3	9			4	4	13	696	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	31	2025-07-27T21:00:00.000Z	706	686		3	3		7	13	4			4	17	669	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	32	2025-08-03T21:00:00.000Z	647	622		4	4		3	11	2		3	5	16	606	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	33	2025-08-10T21:00:00.000Z	677	657		3	7		1	11	2		2	4	15	642	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	34	2025-08-17T21:00:00.000Z	713	694		12	5		4	21					21	673	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	35	2025-08-24T21:00:00.000Z	699	684		6	10			16	1			1	17	667	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	36	2025-08-31T21:00:00.000Z	773	761		4	11			15	5			5	20	741	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	37	2025-09-07T21:00:00.000Z	813	791		2	13		7	22	3		3	6	28	763	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	38	2025-09-14T21:00:00.000Z	737	724		6	16		14	36	4		1	5	41	683	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	39	2025-09-21T21:00:00.000Z	776	753		5	24		24	53	1		4	5	58	695	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	40	2025-09-28T21:00:00.000Z	843	819		9	25		58	92	4		8	12	104	715	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	41	2025-10-05T21:00:00.000Z	891	882		23	153		7	183	10		5	15	198	684	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	42	2025-10-12T21:00:00.000Z	1006	981		38	217		15	270	8		2	10	280	701	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	43	2025-10-19T21:00:00.000Z	1092	1053		38	238		46	322	12		4	16	338	715	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	44	2025-10-26T21:00:00.000Z	1230	1213		41	335		48	424	18		4	22	446	767	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	45	2025-11-02T21:00:00.000Z	1126	1102		23	290		59	372	23		9	32	404	698	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	46	2025-11-09T21:00:00.000Z	1208	1195		46	299		56	401	25		4	29	430	765	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	47	2025-11-16T21:00:00.000Z	1101	1085		24	164		42	230	24		1	25	255	830	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	48	2025-11-23T21:00:00.000Z	930	899		14	100		14	128	18			18	146	753	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	49	2025-11-30T21:00:00.000Z	957	926		11	71		27	109	20		2	22	131	795	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	50	2025-12-07T21:00:00.000Z	975	959		20	35		11	66	29		3	32	98	861	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	51	2025-12-14T21:00:00.000Z	814	798		12	23		5	40	17		1	18	58	740	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2025	52	2025-12-21T21:00:00.000Z	849	817		3	18		3	24	18		1	19	43	774	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	1	2025-12-28T21:00:00.000Z	791	769		5	4		2	11	14		1	15	26	743	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	2	2026-01-04T21:00:00.000Z	773	747		15	11		2	28	10		2	12	40	707	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	3	2026-01-11T21:00:00.000Z	780	754		9	4		1	14	13		1	14	28	726	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	4	2026-01-18T21:00:00.000Z	756	716		9	3		8	20	5		2	7	27	689	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	5	2026-01-25T21:00:00.000Z	906	871		8	3		4	15	11			11	26	845	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	6	2026-02-01T21:00:00.000Z	785	758		9	4		6	19	19		1	20	39	719	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	7	2026-02-08T21:00:00.000Z	788	776		8	2			10	19		1	20	30	746	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	8	2026-02-15T21:00:00.000Z	674	644		6	2		1	9	12		3	15	24	620	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	9	2026-02-22T21:00:00.000Z	704	669		13			1	14	12		4	16	30	639	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	10	2026-03-01T21:00:00.000Z	656	633		4	3			7	10			10	17	616	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	11	2026-03-08T21:00:00.000Z	474	467		9				9	8			8	17	450	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2026	12	2026-03-15T21:00:00.000Z	537	524		1			3	4	2		6	8	12	512	1

